count,density,width,shade,diameter,gauge,needles,feeders,rpm,shrinkage_length,shrinkage_width,stitch_length
19.68333333,175,98,Light,34,24,2520,25,15,4,6,0.298015873
19.68333333,175,98,Medium,34,24,2520,25,18,6.2,5.3,0.298015873
24.60416667,180,188,Medium,32,24,2400,25,18,4.2,6.1,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.7,6.4,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.7,6.4,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.7,6,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.7,6,0.305625
24.60416667,165,180,Dark,32,24,2400,25,18,5,5,0.295
24.60416667,165,180,Dark,32,24,2400,25,18,5,5,0.295
24.60416667,180,188,Medium,32,24,2400,25,18,3,6,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.8,6.5,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,2.7,5.7,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.6,6.4,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,3.6,6.4,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,2.9,5.4,0.305625
24.60416667,180,188,Medium,32,24,2400,25,18,5.3,7,0.305625
29.525,180,188,Medium,32,24,2400,25,18,4.2,6.1,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,3.7,6.4,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,3.7,6.4,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,3.7,6,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,3.7,6,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,3,6,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,3.8,6.5,0.310416667
29.525,175,98,Black,34,24,2520,25,18,2.5,5.5,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2.5,5.5,0.30297619
29.525,180,188,Medium,32,24,2400,25,18,2.7,5.7,0.310416667
29.525,175,98,Light,34,24,2520,25,18,3.4,6.6,0.30297619
29.525,175,196,Light,34,24,2520,25,18,3.4,6.6,0.30297619
29.525,180,188,Medium,32,24,2400,25,18,3.6,6.4,0.310416667
29.525,175,196,Black,34,24,2520,25,18,3.6,6.8,0.30297619
29.525,175,98,Black,34,24,2520,25,18,3.6,6.8,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,98,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,196,Light,34,24,2520,25,18,3.1,6.8,0.30297619
29.525,175,98,Black,34,24,2520,25,18,1.5,5,0.30297619
29.525,175,98,Light,34,24,2520,25,18,3.1,6.8,0.30297619
29.525,175,196,Light,34,24,2520,25,18,3.2,6.1,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,196,Black,34,24,2520,25,18,1.8,5,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.8,7.8,0.30297619
29.525,175,98,Black,34,24,2520,25,18,1.8,5,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.8,7.8,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,4.2,5.6,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,4.2,5.6,0.30297619
29.525,175,196,Extra Dark,34,24,2520,25,18,4,6.8,0.30297619
29.525,175,196,Black,34,24,2520,25,18,3,6,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.4,7.4,0.30297619
29.525,175,98,Black,34,24,2520,25,18,3,6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.4,7.4,0.30297619
29.525,175,196,Black,34,24,2520,25,18,5.1,6.3,0.30297619
29.525,175,98,Black,34,24,2520,25,18,5.1,6.3,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4,6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4,6,0.30297619
29.525,175,196,Black,34,24,2520,25,18,4,6.9,0.30297619
29.525,175,98,Black,34,24,2520,25,18,4,6.9,0.30297619
29.525,175,196,Dark,34,24,2520,25,18,4.3,7.1,0.30297619
29.525,175,196,Light,34,24,2520,25,18,3.6,6.6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,3.6,6.6,0.30297619
29.525,175,98,Dark,34,24,2520,25,18,4.3,7.1,0.30297619
29.525,175,196,White,34,24,2520,25,18,5.7,7.2,0.30297619
29.525,175,98,White,34,24,2520,25,18,5.7,7.2,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,196,Light,34,24,2520,25,18,3.4,3.8,0.30297619
29.525,175,98,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,98,Light,34,24,2520,25,18,3.4,3.8,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,5,5,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,5,5,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2.3,5.5,0.30297619
29.525,175,98,Black,34,24,2520,25,18,2.3,5.5,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,2.5,5.5,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,2.5,5.5,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2.5,5.8,0.30297619
29.525,175,98,Black,34,24,2520,25,18,2.5,5.8,0.30297619
29.525,175,196,White,34,24,2520,25,18,3.9,6.2,0.30297619
29.525,175,98,White,34,24,2520,25,18,3.9,6.2,0.30297619
29.525,175,196,Light,34,24,2520,25,18,5.5,6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,5.5,6,0.30297619
29.525,180,188,Medium,32,24,2400,25,18,3.6,6.4,0.310416667
29.525,180,188,Medium,32,24,2400,25,18,2.9,5.4,0.310416667
29.525,175,196,Medium,34,24,2520,25,18,2,5.4,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,2,5.4,0.30297619
29.525,175,196,Light,34,24,2520,25,18,5.2,7.4,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,98,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.4,7.4,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.4,7.4,0.30297619
29.525,175,196,Black,34,24,2520,25,18,2,5,0.30297619
29.525,175,98,Dark,34,24,2520,25,18,5,6,0.30297619
29.525,175,196,Dark,34,24,2520,25,18,5,6,0.30297619
29.525,175,196,Dark,34,24,2520,25,18,4,7.6,0.30297619
29.525,175,98,Dark,34,24,2520,25,18,4,7.6,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.5,6.9,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.5,6.9,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.5,5.8,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.5,5.8,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.5,6.9,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.5,6.9,0.30297619
29.525,175,196,Dark,34,24,2520,25,18,3.5,6.5,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4,7,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4,7,0.30297619
29.525,175,98,Black,34,24,2520,25,18,3.2,6.5,0.30297619
29.525,175,196,Black,34,24,2520,25,18,3.2,6.5,0.30297619
29.525,175,196,White,34,24,2520,25,18,4.5,6.1,0.30297619
29.525,175,98,White,34,24,2520,25,18,4.5,6.1,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,6.2,5.3,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,6.2,5.3,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,2,5.4,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,2,5.4,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.1,6.5,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,3,6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.1,6.5,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,3,6,0.30297619
29.525,175,98,Black,34,24,2520,25,18,3.8,6,0.30297619
29.525,175,196,Black,34,24,2520,25,18,3.8,6,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,4,6,0.30297619
29.525,175,196,Medium,34,24,2520,25,18,4,6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4.3,6.6,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4.3,6.6,0.30297619
29.525,175,196,Black,34,24,2520,25,15,2.5,5.5,0.30297619
29.525,175,196,Dark,34,24,2520,25,18,6,8,0.30297619
29.525,175,98,Dark,34,24,2520,25,18,6,8,0.30297619
29.525,175,196,Black,34,24,2520,25,15,4,7,0.30297619
29.525,175,98,Black,34,24,2520,25,15,4,7,0.30297619
29.525,175,196,Black,34,24,2520,25,18,5.2,6,0.30297619
29.525,175,98,Black,34,24,2520,25,18,5.2,6,0.30297619
29.525,175,196,Dark,34,24,2520,25,15,5.5,8,0.30297619
29.525,175,196,Light,34,24,2520,25,15,5,6.5,0.30297619
29.525,175,98,Light,34,24,2520,25,15,5,6.5,0.30297619
29.525,175,196,Light,34,24,2520,25,18,4,6,0.30297619
29.525,175,98,Light,34,24,2520,25,18,4,6,0.30297619
29.525,175,196,Medium,34,24,2520,25,15,5.5,7.7,0.30297619
29.525,175,196,Light,34,24,2520,25,15,4,6,0.30297619
29.525,175,98,Light,34,24,2520,25,15,4,6,0.30297619
29.525,175,98,Medium,34,24,2520,25,18,6.2,5.3,0.30297619
29.525,180,188,Medium,32,24,2400,25,18,5.3,7,0.310416667
19.68333333,145,154,Light,30,24,2256,30,15,6.5,7,0.257092199
19.68333333,145,154,Light,30,24,2256,30,15,6.5,7,0.257092199
24.60416667,175,196,Black,34,24,2568,40,18,6,6.3,0.298870717
24.60416667,175,196,Medium,34,24,2568,40,13,3,6,0.298870717
24.60416667,175,98,Medium,34,24,2568,40,18,3,6,0.298870717
24.60416667,175,196,Dark,34,24,2568,40,13,5,5,0.298870717
24.60416667,175,196,Dark,34,24,2568,40,13,5,5,0.298870717
24.60416667,175,196,Black,34,24,2568,40,13,2,5,0.298870717
24.60416667,175,98,Black,34,24,2568,40,13,2,5,0.298870717
24.60416667,175,196,Light,34,24,2568,40,13,4.9,5.1,0.298870717
24.60416667,175,98,Light,34,24,2568,40,13,4.9,5.1,0.298870717
24.60416667,175,196,Black,34,24,2568,40,13,2.6,5.4,0.298870717
24.60416667,175,98,Black,34,24,2568,40,13,2.6,5.4,0.298870717
24.60416667,175,196,Light,34,24,2568,40,13,5,5,0.298870717
24.60416667,175,98,Light,34,24,2568,40,13,5,5,0.298870717
24.60416667,175,196,Medium,34,24,2568,40,13,5.5,5.5,0.298870717
24.60416667,175,98,Medium,34,24,2568,40,13,5.5,5.5,0.298870717
24.60416667,175,196,Dark,34,24,2568,40,12,6,6,0.298870717
24.60416667,175,196,Black,34,24,2568,40,18,3,6,0.298870717
24.60416667,175,196,Light,34,24,2568,40,18,4.4,7.4,0.298870717
24.60416667,175,98,Black,34,24,2568,40,18,3,6,0.298870717
24.60416667,175,98,Light,34,24,2568,40,18,4.4,7.4,0.298870717
29.525,185,157,White,28,22,1920,42,15,5,7,0.319010417
29.525,185,157,White,28,22,1920,42,15,5,7,0.322135417
29.525,185,157,White,28,22,1920,42,15,5,5,0.319010417
29.525,185,157,White,28,22,1920,42,15,5,5,0.322135417
19.68333333,150,172,Black,30,24,2220,44,18,6.3,8,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,6.3,8,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,6.5,7.5,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,6.5,7.5,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,4,7,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,4,7,0.306306306
19.68333333,150,172,Medium,30,24,2220,44,18,6,8,0.306306306
19.68333333,150,172,Medium,30,24,2220,44,18,6,8,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,3,6,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,3,6,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,4,6,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,4,6,0.306306306
19.68333333,150,172,Medium,30,24,2220,44,18,6,4.3,0.306306306
19.68333333,150,172,Medium,30,24,2220,44,18,6,4.3,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,3.3,5.5,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,3.3,5.5,0.306306306
19.68333333,150,172,Medium,30,24,2220,44,18,5.5,6.8,0.306306306
19.68333333,150,172,Medium,30,24,2220,44,18,5.5,6.8,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,2.5,6,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,2.5,6,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,4.2,7.2,0.306306306
19.68333333,150,172,Black,30,24,2220,44,18,4.2,7.2,0.306306306
19.68333333,150,172,Black,30,24,2220,44,15,4.8,5.8,0.306306306
19.68333333,150,172,Black,30,24,2220,44,15,4.8,5.8,0.306306306
19.68333333,150,172,Black,30,24,2256,48,18,7.8,7,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,7.8,7,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5,6.5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5,6.5,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,7,6.4,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,7,6.4,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,7,6.4,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,7,6.4,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.4,5.4,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.4,5.4,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,8.2,6.1,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,8.2,6.1,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,3.7,6.7,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,3.7,6.7,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,6.2,6.7,0.309175532
19.68333333,150,172,Medium,30,24,2256,48,18,6.2,6.7,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,2.8,5.8,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,2.8,5.8,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.3,6.5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.3,6.5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5.5,6.5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5.5,6.5,0.309175532
19.68333333,150,172,White,30,24,2256,48,18,3,5,0.309175532
19.68333333,150,172,White,30,24,2256,48,18,3,5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.8,6,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.8,6,0.309175532
19.68333333,150,172,White,30,24,2256,48,18,4,6,0.309175532
19.68333333,150,172,White,30,24,2256,48,18,4,6,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5.5,5.5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5.5,5.5,0.309175532
19.68333333,150,172,White,30,24,2256,48,18,6.5,6.5,0.309175532
19.68333333,150,172,White,30,24,2256,48,18,6.5,6.5,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5.3,6,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,5.3,6,0.309175532
19.68333333,150,172,Black,30,24,2256,48,18,4.9,6.6,0.309175532
