count,density,width,white,light,medium,dark,extra_dark,black,diameter,gauge,needles,feeders,rpm,shrinkage_length,shrinkage_width,stitch_length,tightness_factor
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-2.6,-5.6,0.28902439,16.48878987
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-2.6,-5.6,0.28902439,16.48878987
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-4.7,-6.4,0.279471545,17.05240668
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,170,1,0,0,0,0,0,30,26,2460,88,18,-4.5,-7.5,0.279471545,17.05240668
22.71153846,160,85,1,0,0,0,0,0,30,26,2460,88,18,-4.5,-7.5,0.279471545,17.05240668
22.71153846,160,170,1,0,0,0,0,0,30,26,2460,88,18,-5,-8,0.279471545,17.05240668
22.71153846,160,85,1,0,0,0,0,0,30,26,2460,88,18,-5,-8,0.279471545,17.05240668
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-3,-5,0.28902439,16.48878987
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-3,-5,0.28902439,16.48878987
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-4,-5.1,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-4,-5.1,0.279471545,17.05240668
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5.5,-6,0.276422764,17.2404847
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-5.8,-6.8,0.279471545,17.05240668
22.71153846,160,170,1,0,0,0,0,0,30,26,2460,88,18,-5.3,-7,0.275609756,17.29134158
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-5.8,-6.8,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5.3,-8,0.279471545,17.05240668
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.28699187,16.605566
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.28699187,16.605566
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-5.3,-8,0.279471545,17.05240668
22.71153846,160,170,1,0,0,0,0,0,30,26,2460,88,18,-5.5,-5.5,0.279471545,17.05240668
22.71153846,160,85,1,0,0,0,0,0,30,26,2460,88,18,-5.5,-5.5,0.279471545,17.05240668
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-4.5,-5.5,0.28902439,16.48878987
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-4.5,-5.5,0.28902439,16.48878987
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-3,-4.5,0.28902439,16.48878987
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-3,-4.5,0.28902439,16.48878987
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-1.5,-5,0.276422764,17.2404847
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,165,88,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,176,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,88,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,176,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,88,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.276422764,17.2404847
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-4,-5,0.276422764,17.2404847
22.71153846,165,88,0,0,1,0,0,0,30,26,2460,88,18,-4,-5,0.276422764,17.2404847
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-4,-7,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-4.5,-6.2,0.270325203,17.62936781
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-2.2,-5.2,0.276422764,17.2404847
22.71153846,165,85,0,0,1,0,0,0,30,26,2460,88,18,-2.2,-5.2,0.276422764,17.2404847
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-2,-5,0.276422764,17.2404847
22.71153846,165,85,0,0,1,0,0,0,30,26,2460,88,18,-2,-5,0.276422764,17.2404847
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-2.5,-5.3,0.276422764,17.2404847
22.71153846,165,88,0,0,1,0,0,0,30,26,2460,88,18,-2.5,-5.3,0.276422764,17.2404847
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-3,-5,0.276422764,17.2404847
22.71153846,165,88,0,0,1,0,0,0,30,26,2460,88,18,-3,-5,0.276422764,17.2404847
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,165,88,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,165,176,0,0,1,0,0,0,30,26,2460,88,18,-4,-6,0.276422764,17.2404847
22.71153846,165,88,0,0,1,0,0,0,30,26,2460,88,18,-4,-6,0.276422764,17.2404847
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,1,0,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,165,85,0,0,1,0,0,0,30,26,2460,88,18,-3.7,-6.7,0.276422764,17.2404847
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-3.7,-6.7,0.276422764,17.2404847
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-6,-7,0.279471545,17.05240668
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.279471545,17.05240668
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-6,0.270325203,17.62936781
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-5,0.279471545,17.05240668
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.274390244,17.36819199
22.71153846,160,178,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.273373984,17.43275776
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,178,0,0,0,1,0,0,30,26,2460,88,18,-4.7,-7.7,0.277642276,17.16475783
22.71153846,160,178,0,1,0,0,0,0,30,26,2460,88,18,-5,-8,0.271341463,17.56334022
22.71153846,160,178,0,0,1,0,0,0,30,26,2460,88,18,-5,-8,0.273373984,17.43275776
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,178,0,1,0,0,0,0,30,26,2460,88,18,-6.5,-7.8,0.271341463,17.56334022
22.71153846,160,178,0,0,0,0,0,0,30,26,2460,88,18,-4,-7,0.279268293,17.06481746
22.71153846,160,178,0,0,1,0,0,0,30,26,2460,88,18,-5,-8,0.273373984,17.43275776
22.71153846,160,178,0,1,0,0,0,0,30,26,2460,88,18,-5,-8,0.271341463,17.56334022
22.71153846,160,178,1,0,0,0,0,0,30,26,2460,88,18,-5,-8,0.271341463,17.56334022
22.71153846,160,178,1,0,0,0,0,0,30,26,2460,88,18,-6,-9,0.271341463,17.56334022
22.71153846,160,178,0,1,0,0,0,0,30,26,2460,88,18,-6.5,-7.8,0.271341463,17.56334022
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-1,-4,0.28902439,16.48878987
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-4,-5,0.293089431,16.26009653
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-4,-5,0.293089431,16.26009653
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-6,0.281097561,16.95376659
22.71153846,160,85,0,0,0,1,0,0,30,26,2460,88,18,-5,-6,0.281097561,16.95376659
22.71153846,160,178,0,0,0,1,0,0,30,26,2460,88,18,-4.7,-7.2,0.284552846,16.74789942
22.71153846,160,178,0,0,0,1,0,0,30,26,2460,88,18,-4.7,-7.2,0.281504065,16.92928461
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-7,-7.5,0.274390244,17.36819199
22.71153846,160,178,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279065041,17.07724631
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-3,-6,0.276422764,17.2404847
22.71153846,165,85,0,0,1,0,0,0,30,26,2460,88,18,-3,-6,0.276422764,17.2404847
22.71153846,160,178,0,0,0,0,0,0,30,26,2460,88,18,-4,-6,0.282520325,16.86838791
22.71153846,160,178,0,1,0,0,0,0,30,26,2460,88,18,-6,-7,0.271341463,17.56334022
22.71153846,160,178,0,1,0,0,0,0,30,26,2460,88,18,-4,-6,0.271341463,17.56334022
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-3,-5,0.293089431,16.26009653
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-4,-5,0.281097561,16.95376659
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6,-5,0.274390244,17.36819199
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6,-5,0.274390244,17.36819199
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-3,-5,0.293089431,16.26009653
22.71153846,160,85,0,0,0,1,0,0,30,26,2460,88,18,-4,-5,0.281097561,16.95376659
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-3,-5.5,0.293089431,16.26009653
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-3,-5.5,0.293089431,16.26009653
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-3,-5.5,0.295121951,16.14811239
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-7,-6,0.279065041,17.07724631
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-3,-5.5,0.295121951,16.14811239
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6,-8,0.27804878,17.13966315
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6,-8,0.27804878,17.13966315
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-7,-6,0.279065041,17.07724631
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-5,-7,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5,-7,0.279471545,17.05240668
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-5.5,-7,0.279471545,17.05240668
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5.5,-7,0.279471545,17.05240668
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-4,-5,0.295121951,16.14811239
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-4,-5,0.295121951,16.14811239
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-4,-4,0.295121951,16.14811239
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6.3,-6,0.27804878,17.13966315
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6.3,-6,0.27601626,17.26587569
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-4,-4,0.295121951,16.14811239
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6.3,-6,0.27804878,17.13966315
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6.3,-6,0.27601626,17.26587569
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6,-7,0.27601626,17.26587569
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-6,-6,0.279065041,17.07724631
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6,-7,0.27601626,17.26587569
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-6,-6,0.279065041,17.07724631
22.71153846,160,170,0,0,0,0,0,0,30,26,2460,88,18,-5,-7,0.28495935,16.72400798
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-5,-6,0.274390244,17.36819199
22.71153846,160,85,0,0,0,0,0,0,30,26,2460,88,18,-5,-7,0.28495935,16.72400798
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-5,-6,0.274390244,17.36819199
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6,-7,0.27804878,17.13966315
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6,-7,0.27804878,17.13966315
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-7,-4,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-7,-4,0.29695122,16.04863736
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-5,0.28495935,16.72400798
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-4,-7,0.276422764,17.2404847
22.71153846,165,171,0,0,1,0,0,0,30,26,2460,88,18,-3,-6,0.276422764,17.2404847
22.71153846,165,85,0,0,1,0,0,0,30,26,2460,88,18,-3,-6,0.276422764,17.2404847
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-4.7,-3.7,0.29695122,16.04863736
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-7,-6,0.27804878,17.13966315
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-4.7,-3.7,0.29695122,16.04863736
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-7,-6,0.27804878,17.13966315
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-8,-6,0.279065041,17.07724631
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-8,-6,0.279065041,17.07724631
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-3.5,-5.5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-3.5,-5.5,0.29695122,16.04863736
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-7,-6,0.279471545,17.05240668
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,18,-7,-6,0.279471545,17.05240668
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-5,-4,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-5,-4,0.29695122,16.04863736
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,0,1,0,0,0,30,26,2460,88,18,-5,-5,0.279065041,17.07724631
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-5,0.28495935,16.72400798
22.71153846,160,85,0,0,0,1,0,0,30,26,2460,88,18,-5,-5,0.28495935,16.72400798
22.71153846,160,172,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,22,-4,-4.5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,22,-4,-4.5,0.29695122,16.04863736
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6.5,-5.5,0.27601626,17.26587569
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6.5,-5.5,0.27601626,17.26587569
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,22,-7.3,-7.3,0.27601626,17.26587569
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,22,-7.3,-7.3,0.27601626,17.26587569
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,18,-6.5,-5.5,0.27601626,17.26587569
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,18,-6.5,-5.5,0.27601626,17.26587569
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,22,-4,-7,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,22,-4,-7,0.29695122,16.04863736
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,22,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,22,-7.7,-6.3,0.27804878,17.13966315
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,22,-7.7,-6.3,0.27804878,17.13966315
22.71153846,160,172,0,1,0,0,0,0,30,26,2460,88,18,-5,-5,0.270325203,17.62936781
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,22,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,22,-5,-5,0.29695122,16.04863736
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,22,-5,-7,0.28495935,16.72400798
22.71153846,160,85,0,0,0,1,0,0,30,26,2460,88,22,-5,-7,0.28495935,16.72400798
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,24,-5.6,-6,0.27804878,17.13966315
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,18,-5,-5,0.29695122,16.04863736
22.71153846,160,170,0,0,0,1,0,0,30,26,2460,88,18,-5,-7,0.28495935,16.72400798
22.71153846,160,85,0,0,0,1,0,0,30,26,2460,88,18,-5,-7,0.28495935,16.72400798
22.71153846,160,170,0,1,0,0,0,0,30,26,2460,88,24,-6,-6.3,0.27804878,17.13966315
22.71153846,160,85,0,1,0,0,0,0,30,26,2460,88,22,-6,-6.3,0.27804878,17.13966315
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,24,-5,-5,0.29695122,16.04863736
22.71153846,160,85,0,0,0,0,0,1,30,26,2460,88,24,-5,-5,0.29695122,16.04863736
22.71153846,160,170,0,0,1,0,0,0,30,26,2460,88,24,-6,-6,0.279471545,17.05240668
22.71153846,160,170,0,0,0,0,0,1,30,26,2460,88,24,-5,-5,0.29695122,16.04863736
